loc,Spotify_ID,Title,Year,Artist,polarity,subjectivity,sentiment
11361,02q0ZnV2L4XByzEvWZJqBC,Spring Day,2020,BTS,1.0,0.3,"Sentiment(polarity=1.0, subjectivity=0.3)"
10810,77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas,2019,Burl Ives,1.0,0.3,"Sentiment(polarity=1.0, subjectivity=0.3)"
10817,6tjituizSxwSmBB5vtgHZE,Holly Jolly Christmas,2019,Michael Bublé,1.0,0.3,"Sentiment(polarity=1.0, subjectivity=0.3)"
9564,3TSLqZssCoCdDlMhCJ08XW,Still Life,2017,BIGBANG,0.8,1.0,"Sentiment(polarity=0.8, subjectivity=1.0)"
7903,2pFdf2vRg9p49amXUL3ZVm,Melodies,2015,Hot Shade,0.775,0.8479166666666667,"Sentiment(polarity=0.775, subjectivity=0.8479166666666667)"
9565,5uFqjHOo3Sh0bVPCKf3DdH,Illusion,2017,aespa,0.75625,0.925,"Sentiment(polarity=0.75625, subjectivity=0.925)"
2988,1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),2011,The Script,0.75,0.5166666666666667,"Sentiment(polarity=0.75, subjectivity=0.5166666666666667)"
2234,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,2010,Avicii,0.7,0.6000000000000001,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
7898,0PwatPu2SZYXHCzjAfQEbe,Yellow(good parts),2015,Jared Benjamin,0.7,0.6000000000000001,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
9612,1puxV64QJkmRUhhXt4T9rD,MER & MER,2017,Hooja,0.7,0.6000000000000001,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
2670,45sDIKapDyxPl307QpEAwl,Rocketeer,2010,Far East Movement,0.6788359788359789,0.7834656084656086,"Sentiment(polarity=0.6788359788359789, subjectivity=0.7834656084656086)"
11387,0mPY8Zqi5Kvjm4RDzmF4yg,TOUCH MY BODY,2020,Sam Kim,0.6666666666666666,0.5,"Sentiment(polarity=0.6666666666666666, subjectivity=0.5)"
9956,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,2020,Pedro Capó,0.6666666666666666,0.7666666666666666,"Sentiment(polarity=0.6666666666666666, subjectivity=0.7666666666666666)"
7818,4ochm99Pc9wVHnHIY3cqxb,Happy Face,2015,Jagwar Twin,0.6638888888888891,0.8871794871794872,"Sentiment(polarity=0.6638888888888891, subjectivity=0.8871794871794872)"
3947,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2021,David Guetta,0.659090909090909,0.49090909090909085,"Sentiment(polarity=0.659090909090909, subjectivity=0.49090909090909085)"
3163,5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,2011,One Direction,0.65,0.3736842105263157,"Sentiment(polarity=0.65, subjectivity=0.3736842105263157)"
424,0GO8y8jQk1PkHzS31d699N,Tongue Tied,2011,GROUPLOVE,0.64984126984127,0.5009523809523809,"Sentiment(polarity=0.64984126984127, subjectivity=0.5009523809523809)"
7370,3XIIOCu6B8PuGq5j61asEM,The Greatest,2015,Sia,0.6348861283643894,0.7838854382332642,"Sentiment(polarity=0.6348861283643894, subjectivity=0.7838854382332642)"
2845,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,2012,Rihanna,0.6330903790087462,0.7762876579203107,"Sentiment(polarity=0.6330903790087462, subjectivity=0.7762876579203107)"
10729,4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,2022,PARTYNEXTDOOR,0.6256410256410256,0.40854700854700865,"Sentiment(polarity=0.6256410256410256, subjectivity=0.40854700854700865)"
328,2Q99zPXVqCPN5RaZawvJWZ,Beautiful Monster,2010,Ne-Yo,0.619642857142857,0.8607142857142858,"Sentiment(polarity=0.619642857142857, subjectivity=0.8607142857142858)"
2829,1Fjz0ME9pzk553wH86m3ZZ,Schwarz zu blau,2011,Peter Fox,0.6,0.6,"Sentiment(polarity=0.6, subjectivity=0.6)"
10447,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,2018,Surfaces,0.5927536231884057,0.5130434782608696,"Sentiment(polarity=0.5927536231884057, subjectivity=0.5130434782608696)"
6862,7M9XTtbz6qDg7LqYJ7OpJB,Real Love,2014,Clean Bandit,0.5686046511627907,0.7209302325581395,"Sentiment(polarity=0.5686046511627907, subjectivity=0.7209302325581395)"
3434,0iSaO7CfL9NgXdM8Meu2ul,Beautiful People,2015,Chris Brown,0.5636123136123136,0.7902116402116404,"Sentiment(polarity=0.5636123136123136, subjectivity=0.7902116402116404)"
8970,4vgXDV9qcqnwMQkdyGLSpL,Where Angels Fear To Tread,2016,Disclosure,0.5571428571428572,0.6857142857142857,"Sentiment(polarity=0.5571428571428572, subjectivity=0.6857142857142857)"
808,5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,2014,American Authors,0.556875,0.2931249999999999,"Sentiment(polarity=0.556875, subjectivity=0.2931249999999999)"
533,1kPpge9JDLpcj15qgrPbYX,Good Time,2011,Owl City,0.55515873015873,0.5537698412698413,"Sentiment(polarity=0.55515873015873, subjectivity=0.5537698412698413)"
8013,3ScJy88F8KqGDfWu8XJhHx,If I Lose Myself - Alesso vs OneRepublic,2015,OneRepublic,0.55,0.75,"Sentiment(polarity=0.55, subjectivity=0.75)"
251,7F1lHcpnTycnimQrCxDFI5,Hot,2010,INNA,0.5436111111111113,0.7424999999999997,"Sentiment(polarity=0.5436111111111113, subjectivity=0.7424999999999997)"
5201,39LLxExYz6ewLAcYrzQQyP,Levitating,2022,Dua Lipa,0.5408333333333333,0.7566666666666667,"Sentiment(polarity=0.5408333333333333, subjectivity=0.7566666666666667)"
2185,570WSpp409EXnqxgpuftiF,I'm Singing,2010,King's Collective,0.5334928229665071,0.46842105263157896,"Sentiment(polarity=0.5334928229665071, subjectivity=0.46842105263157896)"
10119,5qSoW3ewNlhRN3FNZPmVns,Umpah Umpah,2018,Red Velvet,0.5322751322751325,0.6526455026455027,"Sentiment(polarity=0.5322751322751325, subjectivity=0.6526455026455027)"
2838,70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,2011,Black Eyed Peas,0.5262626262626261,0.5677777777777778,"Sentiment(polarity=0.5262626262626261, subjectivity=0.5677777777777778)"
6009,4PrGyX4YgCT6V3YqY7XEUw,Only In My Mind,2013,Kenya Grace,0.525,0.675,"Sentiment(polarity=0.525, subjectivity=0.675)"
10245,3OtQmFLS5b3pTgIf44GQFJ,Side Effects (feat. Emily Warren),2018,The Chainsmokers,0.5175,0.5574999999999999,"Sentiment(polarity=0.5175, subjectivity=0.5574999999999999)"
8778,6N3qHjcwly8ZuhE4bPYJAX,Get You (feat. Kali Uchis),2017,Daniel Caesar,0.5166666666666667,0.8099999999999999,"Sentiment(polarity=0.5166666666666667, subjectivity=0.8099999999999999)"
11297,4rPzJZqLHE1b5rx6WbFvqe,Queen,2020,G Flip,0.5166666666666666,0.8416666666666666,"Sentiment(polarity=0.5166666666666666, subjectivity=0.8416666666666666)"
3499,1nAGuIZXz6vb8XW0xiMqic,Papi,2011,Jennifer Lopez,0.515,0.6877777777777778,"Sentiment(polarity=0.515, subjectivity=0.6877777777777778)"
2264,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,2010,Selena Gomez & The Scene,0.5131377551020408,0.622661564625851,"Sentiment(polarity=0.5131377551020408, subjectivity=0.622661564625851)"
7417,7rv0UuxMX7CpUUwEE1jVrd,Beautiful,2015,Akon,0.5118681318681324,0.71514652014652,"Sentiment(polarity=0.5118681318681324, subjectivity=0.71514652014652)"
3121,0NlGoUyOJSuSHmngoibVAs,All I Want,2013,Kodaline,0.5079166666666667,0.6455555555555554,"Sentiment(polarity=0.5079166666666667, subjectivity=0.6455555555555554)"
2995,2EcsgXlxz99UMDSPg5T8RF,Beneath Your Beautiful (feat. Emeli Sandé),2011,Labrinth,0.5048768472906404,0.7052216748768474,"Sentiment(polarity=0.5048768472906404, subjectivity=0.7052216748768474)"
6099,4N1MFKjziFHH4IS3RYYUrU,My Love,2013,Route 94,0.5,0.6000000000000003,"Sentiment(polarity=0.5, subjectivity=0.6000000000000003)"
8538,7COfe3P7KgfwDwIRB8LIDw,Mi Gente,2018,J Balvin,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
410,1jJci4qxiYcOHhQR247rEU,Kids,2010,MGMT,0.5,0.7999999999999999,"Sentiment(polarity=0.5, subjectivity=0.7999999999999999)"
9513,4bjN59DRXFRxBE1g5ne6B1,Haegeum,2017,Agust D,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
9534,0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,2017,JIN,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
9557,7IqYkjcFnqKPmwg6lWxXYv,BUT YOU,2017,iKON,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
5442,4B7P6mqrPQXObuP59DUN71,All I Need Is Your Love,2022,Deorro,0.5,0.5999999999999999,"Sentiment(polarity=0.5, subjectivity=0.5999999999999999)"
9588,3EANtTOS2eKt5bgrt2waH1,Starta mej,2017,Kal P. Dal,0.5,1.0,"Sentiment(polarity=0.5, subjectivity=1.0)"
9218,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,2016,Dynoro,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
10061,7zC6xvBPnIC92K06pMpstY,INCEPTION,2018,ATEEZ,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
270,37dYAkMa4lzRCH6kDbMT1L,We No Speak Americano (Edit),2011,Yolanda Be Cool,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
8959,1olz3HctPa2yXmSniaCNLN,Waiting for You,2017,Verzache,0.5,0.5999999999999999,"Sentiment(polarity=0.5, subjectivity=0.5999999999999999)"
6733,5v36wAEvRTB9ps8xV6Nfeg,Mozart,2021,Klevi,0.5,0.5999999999999999,"Sentiment(polarity=0.5, subjectivity=0.5999999999999999)"
1377,5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),2010,Silentó,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
9646,7ifSwoXcAMBBijI2VGBbQm,PÅ DE SJU HAVEN (X-Cruise),2017,Rasmus Gozzi,0.5,1.0,"Sentiment(polarity=0.5, subjectivity=1.0)"
4330,6cTnqwqOJYKo5Guf3oAQLZ,CIGARETTE,2012,Mishaal Tamer,0.5,0.7520833333333334,"Sentiment(polarity=0.5, subjectivity=0.7520833333333334)"
11443,0IoVFvlfgSV09yBXmuzvEu,潮汐,2020,In K,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
11532,4hyVrAsoKKjxAvQjPRt0ai,Love Your Voice,2022,JONY,0.5,0.5999999999999999,"Sentiment(polarity=0.5, subjectivity=0.5999999999999999)"
11546,0P3F6xMn3R1Ja8hjJ1HBTO,Džanum,2022,Teya Dora,0.5,0.8888888888888888,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)"
11568,1928Lw8TiJYbS0QrLnfWRR,愛が灯る,2022,ロクデナシ,0.5,0.6,"Sentiment(polarity=0.5, subjectivity=0.6)"
2821,0Bul5vLKxKYJ8CUYOTbVk1,Hi Kids,2011,CRO,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
11448,1ObOYXDka7BktQ7ueJsme0,Ring Ring Ring,2020,不是花火呀,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
11501,1AZbs0L3SkXe625DKp37KQ,Julietota,2021,LATIN MAFIA,0.5,0.5,"Sentiment(polarity=0.5, subjectivity=0.5)"
11024,6UtWwuheJr5LLDeVypPNx7,EXCESOS,2019,Fuerza Regida,0.5,1.0,"Sentiment(polarity=0.5, subjectivity=1.0)"
3502,21laPESsH4dri1JmqKUQ6X,Ambiance à l'africaine,2011,Magic System,0.5,1.0,"Sentiment(polarity=0.5, subjectivity=1.0)"
6848,0PjkFSNBbpfYRYpAG4uuGb,Boom Clap,2014,Charli XCX,0.4974285714285714,0.5227619047619048,"Sentiment(polarity=0.4974285714285714, subjectivity=0.5227619047619048)"
7779,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,2017,Alessia Cara,0.49440789473684216,0.7359649122807017,"Sentiment(polarity=0.49440789473684216, subjectivity=0.7359649122807017)"
893,3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,2010,Drake,0.49393621084797557,0.3557539682539685,"Sentiment(polarity=0.49393621084797557, subjectivity=0.3557539682539685)"
10808,1IcR6RlgvDczfvoWJSSY2A,It's the Most Wonderful Time of the Year,2019,Andy Williams,0.48819444444444443,0.732638888888889,"Sentiment(polarity=0.48819444444444443, subjectivity=0.732638888888889)"
8136,4CkgMiMqZ5JzW9iYXSTMTL,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),2020,Taylor Swift,0.48750000000000004,0.6375,"Sentiment(polarity=0.48750000000000004, subjectivity=0.6375)"
6854,7qzOLWwRTEhyN4c8Lnbj1J,Please Tell Rosie,2014,Alle Farben,0.4789473684210526,0.24210526315789468,"Sentiment(polarity=0.4789473684210526, subjectivity=0.24210526315789468)"
5138,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,2015,DJ Snake,0.4782608695652174,0.6478260869565216,"Sentiment(polarity=0.4782608695652174, subjectivity=0.6478260869565216)"
6366,5m7iT2XPqtkRDPoDNF5TRG,Ciao,2014,Boy In Space,0.4772727272727271,0.8386363636363636,"Sentiment(polarity=0.4772727272727271, subjectivity=0.8386363636363636)"
10148,0O9OnWm3z2B2TjvE051AMV,Heart Shaker,2018,TWICE,0.47692307692307695,0.6076923076923076,"Sentiment(polarity=0.47692307692307695, subjectivity=0.6076923076923076)"
1693,7IohFKIwrb75c4XaqX7WWo,This Is Love,2010,will.i.am,0.47615384615384615,0.5800000000000007,"Sentiment(polarity=0.47615384615384615, subjectivity=0.5800000000000007)"
11612,2OZZpID4LgZ0GGm8XB99e3,Don't Forget My Love,2022,Diplo,0.4725806451612903,0.5983870967741935,"Sentiment(polarity=0.4725806451612903, subjectivity=0.5983870967741935)"
11048,0VdzNP9LFAMAWKjMpBDJ4B,ok boomer (feat. Jed Will),2019,Peter Kuli,0.4725,0.49096153846153845,"Sentiment(polarity=0.4725, subjectivity=0.49096153846153845)"
7886,4rJ12738pkVC0VmLaimdzc,Habit,2015,Nino Lucarelli,0.46875,0.9625,"Sentiment(polarity=0.46875, subjectivity=0.9625)"
9019,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,2016,Childish Gambino,0.4677631578947368,0.5934210526315796,"Sentiment(polarity=0.4677631578947368, subjectivity=0.5934210526315796)"
9509,3AOf6YEpxQ894FmrwI9k96,Super,2017,SEVENTEEN,0.46772486772486777,0.5723544973544972,"Sentiment(polarity=0.46772486772486777, subjectivity=0.5723544973544972)"
6398,3Pk7CReAAlsefLfi0wfZbd,Easy Way Out,2013,JUL!ET,0.4666666666666667,0.9166666666666667,"Sentiment(polarity=0.4666666666666667, subjectivity=0.9166666666666667)"
0,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,2010,Bruno Mars,0.4647058823529411,0.6205882352941174,"Sentiment(polarity=0.4647058823529411, subjectivity=0.6205882352941174)"
592,2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,2010,Flo Rida,0.46283422459893026,0.502584670231729,"Sentiment(polarity=0.46283422459893026, subjectivity=0.502584670231729)"
10221,4S1GTwPVpkSy7CsJIDKPEz,You Deserve Better,2018,James Arthur,0.46132075471698114,0.520545073375262,"Sentiment(polarity=0.46132075471698114, subjectivity=0.520545073375262)"
6291,4vziJcnB2Qyi9o4nIRUeN7,Now And Then,2021,The Beatles,0.4583333333333333,0.6731481481481482,"Sentiment(polarity=0.4583333333333333, subjectivity=0.6731481481481482)"
2664,4bCOAuhvjsxbVBM5MM8oik,When We Stand Together,2010,Nickelback,0.45809523809523806,0.4714285714285715,"Sentiment(polarity=0.45809523809523806, subjectivity=0.4714285714285715)"
8319,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,2018,Axwell /\ Ingrosso,0.4575520833333334,0.4563988095238095,"Sentiment(polarity=0.4575520833333334, subjectivity=0.4563988095238095)"
5186,7kUljt0NM5sISL3OGNVxYd,Royalty,2012,Egzod,0.4571428571428572,0.3571428571428571,"Sentiment(polarity=0.4571428571428572, subjectivity=0.3571428571428571)"
2338,1I8tHoNBFTuoJAlh4hfVVE,Firestone,2010,Kygo,0.4565217391304349,0.7,"Sentiment(polarity=0.4565217391304349, subjectivity=0.7)"
9059,3WS7spXVlbeC5kjePmHMQW,Finally Moving,2016,Pretty Lights,0.4561904761904762,0.4761904761904763,"Sentiment(polarity=0.4561904761904762, subjectivity=0.4761904761904763)"
939,16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,2010,Jeremih,0.45555555555555555,0.5061111111111111,"Sentiment(polarity=0.45555555555555555, subjectivity=0.5061111111111111)"
3065,3180WDzph4WrS4sLSNcGfa,Wings,2011,Little Mix,0.45449346405228785,0.7029411764705878,"Sentiment(polarity=0.45449346405228785, subjectivity=0.7029411764705878)"
10806,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,2019,Bobby Helms,0.4542857142857143,0.5742857142857142,"Sentiment(polarity=0.4542857142857143, subjectivity=0.5742857142857142)"
6160,40xhyfAPDoMtv494MfPevP,XO,2013,Beyoncé,0.4534722222222222,0.622222222222222,"Sentiment(polarity=0.4534722222222222, subjectivity=0.622222222222222)"
7721,7fPyCCiXVwbzPQ1MtoUChl,Hide Away,2015,Daya,0.45175595238095223,0.5359920634920634,"Sentiment(polarity=0.45175595238095223, subjectivity=0.5359920634920634)"
7211,36phXHOKx8rO7CMp2vNX4x,Love Myself,2014,Hailee Steinfeld,0.45112942612942614,0.6002747252747256,"Sentiment(polarity=0.45112942612942614, subjectivity=0.6002747252747256)"
2942,25cUhiAod71TIQSNicOaW3,Adorn,2013,Miguel,0.45,0.5833333333333334,"Sentiment(polarity=0.45, subjectivity=0.5833333333333334)"
10078,1SdLedoEjrMRu5AnvK2EYk,PLAY,2018,CHUNG HA,0.44999999999999996,0.7000000000000001,"Sentiment(polarity=0.44999999999999996, subjectivity=0.7000000000000001)"
9501,32W1dyO4NTHAthKprlz1vd,BONA BONA,2017,TREASURE,0.44749999999999995,0.6199999999999999,"Sentiment(polarity=0.44749999999999995, subjectivity=0.6199999999999999)"
931,6eDApnV9Jdb1nYahOlbbUh,One Time,2010,Justin Bieber,0.4462585034013606,0.5922902494331067,"Sentiment(polarity=0.4462585034013606, subjectivity=0.5922902494331067)"
6974,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,2016,BØRNS,0.4458333333333333,0.5874999999999998,"Sentiment(polarity=0.4458333333333333, subjectivity=0.5874999999999998)"
11153,5iyZwawawLjHYpX4MxUKVF,Salt,2020,Ava Max,0.4444444444444444,0.6000000000000001,"Sentiment(polarity=0.4444444444444444, subjectivity=0.6000000000000001)"
8981,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,2017,Gorillaz,0.4441603535353533,0.5230113636363639,"Sentiment(polarity=0.4441603535353533, subjectivity=0.5230113636363639)"
10146,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,2018,IZ*ONE,0.4432432432432431,0.7324324324324321,"Sentiment(polarity=0.4432432432432431, subjectivity=0.7324324324324321)"
10128,32h6yQGn4oAhZ0HRsTMX26,CROWN,2018,TOMORROW X TOGETHER,0.4428571428571429,0.6571428571428571,"Sentiment(polarity=0.4428571428571429, subjectivity=0.6571428571428571)"
7421,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2015,Timbaland,0.4392857142857143,0.5892857142857143,"Sentiment(polarity=0.4392857142857143, subjectivity=0.5892857142857143)"
10202,79GsUxLyzxgnN4I1E11dtO,Make Me Feel,2018,Janelle Monáe,0.4364067055393584,0.5866618075801752,"Sentiment(polarity=0.4364067055393584, subjectivity=0.5866618075801752)"
2069,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,2018,Lewis Capaldi,0.4333333333333334,0.6726190476190477,"Sentiment(polarity=0.4333333333333334, subjectivity=0.6726190476190477)"
11605,4zN21mbAuaD0WqtmaTZZeP,Ferrari,2022,James Hype,0.43333333333333335,0.7749999999999999,"Sentiment(polarity=0.43333333333333335, subjectivity=0.7749999999999999)"
10135,7HWmJ1wBecOAMNGjC6SmKE,WHISTLE,2018,BLACKPINK,0.43333333333333335,0.7000000000000001,"Sentiment(polarity=0.43333333333333335, subjectivity=0.7000000000000001)"
5069,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,2012,Kina,0.4333333333333333,0.7333333333333333,"Sentiment(polarity=0.4333333333333333, subjectivity=0.7333333333333333)"
7860,5zCunX8URvLoBHlg1Fnjv6,Already Gone,2015,Sleeping At Last,0.4321008403361345,0.577983193277311,"Sentiment(polarity=0.4321008403361345, subjectivity=0.577983193277311)"
930,7Hqig8kp32q2Ire3ECQvWM,Paparazzi,2011,Lady Gaga,0.43106060606060603,0.7176767676767676,"Sentiment(polarity=0.43106060606060603, subjectivity=0.7176767676767676)"
160,1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),2015,USHER,0.4303571428571429,0.690654761904762,"Sentiment(polarity=0.4303571428571429, subjectivity=0.690654761904762)"
6362,0dxp7DyPJEo6JhtnjUtBnN,On My Love,2013,Zara Larsson,0.43018433179723503,0.6011520737327195,"Sentiment(polarity=0.43018433179723503, subjectivity=0.6011520737327195)"
6058,2ixsaeFioXJmMgkkbd4uj1,Budapest,2014,George Ezra,0.4296875,0.6192708333333332,"Sentiment(polarity=0.4296875, subjectivity=0.6192708333333332)"
10784,0jdny0dhgjUwoIp5GkqEaA,Praying,2019,Kesha,0.42666666666666664,0.7266666666666666,"Sentiment(polarity=0.42666666666666664, subjectivity=0.7266666666666666)"
542,3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,2013,alt-J,0.42413793103448266,0.5474137931034485,"Sentiment(polarity=0.42413793103448266, subjectivity=0.5474137931034485)"
10209,0RUTnY2B3s05fZuCHsNaUP,Alien,2018,Sabrina Carpenter,0.42126623376623373,0.5451298701298704,"Sentiment(polarity=0.42126623376623373, subjectivity=0.5451298701298704)"
10200,0XMeekgnEZDoieio8IysUS,Perfect,2018,Topic,0.4191239316239317,0.6344017094017094,"Sentiment(polarity=0.4191239316239317, subjectivity=0.6344017094017094)"
10833,0rHToGels2lt8Y0mCYoF90,Deck The Halls,2019,Nat King Cole,0.4166666666666667,0.5833333333333334,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5833333333333334)"
994,5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,2011,The Temper Trap,0.4166666666666667,0.5642857142857142,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5642857142857142)"
9386,4ylWMuGbMXNDgDd8lErEle,The Greatest Show,2016,Hugh Jackman,0.41649659863945576,0.7539965986394558,"Sentiment(polarity=0.41649659863945576, subjectivity=0.7539965986394558)"
11625,2kkGRB3PKYCAFGmaLsmIbd,Say Something,2022,Kylie Minogue,0.4147727272727273,0.5886363636363634,"Sentiment(polarity=0.4147727272727273, subjectivity=0.5886363636363634)"
9708,2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,2018,Gucci Mane,0.41438812083973364,0.7228622631848436,"Sentiment(polarity=0.41438812083973364, subjectivity=0.7228622631848436)"
2607,16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),2015,Cobra Starship,0.41125000000000006,0.5299999999999999,"Sentiment(polarity=0.41125000000000006, subjectivity=0.5299999999999999)"
10095,3CyCjgTHFzqucmECajq8QA,DUN DUN,2018,EVERGLOW,0.41111111111111115,0.6611111111111111,"Sentiment(polarity=0.41111111111111115, subjectivity=0.6611111111111111)"
5873,7DSAEUvxU8FajXtRloy8M0,Flowers,2021,Miley Cyrus,0.4110512129380054,0.49501347708894894,"Sentiment(polarity=0.4110512129380054, subjectivity=0.49501347708894894)"
257,5uHYcK0nbEYgRaFTY5BqnP,Magic (feat. Rivers Cuomo),2011,B.o.B,0.41078167115902964,0.8994609164420486,"Sentiment(polarity=0.41078167115902964, subjectivity=0.8994609164420486)"
11343,5a0nHa7F4S9hb0Zi0zLS8w,SUGA's Interlude,2020,Halsey,0.41,0.63,"Sentiment(polarity=0.41, subjectivity=0.63)"
442,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,2011,Foster The People,0.40980392156862744,0.49117647058823527,"Sentiment(polarity=0.40980392156862744, subjectivity=0.49117647058823527)"
9492,1qosh64U6CR5ki1g1Rf2dZ,Love Lee,2017,AKMU,0.408843537414966,0.7027210884353741,"Sentiment(polarity=0.408843537414966, subjectivity=0.7027210884353741)"
7015,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),2014,Meghan Trainor,0.4066666666666666,0.5466666666666665,"Sentiment(polarity=0.4066666666666666, subjectivity=0.5466666666666665)"
9570,0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,2017,IVE,0.4049382716049383,0.6629629629629628,"Sentiment(polarity=0.4049382716049383, subjectivity=0.6629629629629628)"
3413,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,2011,Ed Sheeran,0.4035377358490566,0.5716981132075477,"Sentiment(polarity=0.4035377358490566, subjectivity=0.5716981132075477)"
9047,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,2016,Mario,0.40269841269841267,0.5345502645502649,"Sentiment(polarity=0.40269841269841267, subjectivity=0.5345502645502649)"
3080,3zsRP8rH1kaIAo9fmiP4El,Angels,2013,The xx,0.4023611111111111,0.587361111111111,"Sentiment(polarity=0.4023611111111111, subjectivity=0.587361111111111)"
7452,6GAQAFEEHJPWBs5UQ467Zx,Fergalicious,2015,Fergie,0.4017156862745099,0.8303921568627449,"Sentiment(polarity=0.4017156862745099, subjectivity=0.8303921568627449)"
11370,5OWrEfTdsOsTxMbznYDVL0,Perfect To Me - Acoustic,2020,Anne-Marie,0.4000122518990444,0.5662582700318549,"Sentiment(polarity=0.4000122518990444, subjectivity=0.5662582700318549)"
6925,5afHIkEcVhCF1Z1CTqMUXB,Ain't Nobody (Loves Me Better),2014,Felix Jaehn,0.4000000000000001,0.5142857142857143,"Sentiment(polarity=0.4000000000000001, subjectivity=0.5142857142857143)"
3987,0T5iIrXA4p5GsubkhuBIKV,Until I Found You,2012,Stephen Sanchez,0.4,0.5399999999999999,"Sentiment(polarity=0.4, subjectivity=0.5399999999999999)"
10154,33NAYATbWRoo5RuEP30JBZ,Love Shot,2018,EXO,0.4,0.6027777777777776,"Sentiment(polarity=0.4, subjectivity=0.6027777777777776)"
7833,0NYJUJaDCvrkMQQt4WSrVU,This Mountain,2015,Faouzia,0.4,0.4,"Sentiment(polarity=0.4, subjectivity=0.4)"
1014,6u9RqxALwkjJ1ukB1y8vuP,You've Got The Love,2010,Florence + The Machine,0.39999999999999997,0.5363636363636363,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5363636363636363)"
7672,46u5B2WN4wryYLZuMAOmI4,Hurts So Good,2018,Astrid S,0.3948275862068965,0.6218390804597702,"Sentiment(polarity=0.3948275862068965, subjectivity=0.6218390804597702)"
9559,3lrNsPdn98i6rxO142pLT6,O.O,2017,NMIXX,0.39473684210526305,0.9078947368421053,"Sentiment(polarity=0.39473684210526305, subjectivity=0.9078947368421053)"
10457,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),2022,Pop Smoke,0.39375000000000004,0.53125,"Sentiment(polarity=0.39375000000000004, subjectivity=0.53125)"
